system:index,PLOTID,dw_2015_2018,dw_2015_2021,dw_2018_2021,me_2015_2018,me_2015_2021,me_2018_2021,.geo
0000000000000000037d,id_81610884,3.0,3.0,11.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.768220706551702,60.112316367809]}"
0000000000000000051d,id_43547035,3.0,3.0,11.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.768220706551702,60.112316367809]}"
000000000000000008bc,id_34106629,9.0,9.0,1.0,9.0,12.0,4.0,"{""type"":""Point"",""coordinates"":[10.635767568860146,60.12632686331892]}"
0000000000000000083d,id_317171,11.0,11.0,11.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.852038429053323,59.871092378120736]}"
0000000000000000027b,id_95739815,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.701940628493285,60.02382550740337]}"
000000000000000005d9,id_47992646,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.701940628493285,60.02382550740337]}"
00000000000000000a6d,id_72465360,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.701940628493285,60.02382550740337]}"
00000000000000000179,id_91388087,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.73900913555058,60.059895175824686]}"
000000000000000004f2,id_42521083,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.73900913555058,60.059895175824686]}"
00000000000000000bd1,id_64424647,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.73900913555058,60.059895175824686]}"
00000000000000000bca,id_64319142,11.0,11.0,11.0,4.0,4.0,16.0,"{""type"":""Point"",""coordinates"":[10.708950335349298,60.07268387764598]}"
000000000000000007e1,id_29895337,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.693022426386394,60.063457997566395]}"
0000000000000000095f,id_66218659,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.693022426386394,60.063457997566395]}"
00000000000000000ac9,id_57914535,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.693022426386394,60.063457997566395]}"
0000000000000000035e,id_80944898,11.0,12.0,12.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.758660393893116,59.8956352703189]}"
000000000000000007d5,id_29574513,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.803510032288676,59.990863832416295]}"
00000000000000000894,id_33279080,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.803510032288676,59.990863832416295]}"
000000000000000009bb,id_68250155,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.803510032288676,59.990863832416295]}"
00000000000000000b26,id_60054535,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.803510032288676,59.990863832416295]}"
00000000000000000ab4,id_5751586,5.0,5.0,1.0,16.0,14.0,14.0,"{""type"":""Point"",""coordinates"":[10.696995485425012,59.906323735544014]}"
000000000000000003f3,id_74059651,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.764327911332044,59.860979136931526]}"
00000000000000000964,id_66269093,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.764327911332044,59.860979136931526]}"
00000000000000000471,id_49972021,5.0,6.0,2.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.695024562759391,59.89925160127326]}"
00000000000000000257,id_95037662,5.0,5.0,1.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.75046010705583,59.885954561931875]}"
000000000000000004df,id_42017281,5.0,5.0,1.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.75046010705583,59.885954561931875]}"
00000000000000000743,id_16866513,12.0,10.0,14.0,16.0,14.0,14.0,"{""type"":""Point"",""coordinates"":[10.848841253598005,59.826407726464154]}"
00000000000000000154,id_90322909,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.73486663067193,59.91247729499777]}"
0000000000000000021f,id_93947978,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.73486663067193,59.91247729499777]}"
00000000000000000346,id_80478928,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.73486663067193,59.91247729499777]}"
00000000000000000355,id_80724195,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.73486663067193,59.91247729499777]}"
00000000000000000496,id_5092725,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.73486663067193,59.91247729499777]}"
000000000000000004dd,id_52671250,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.73486663067193,59.91247729499777]}"
00000000000000000056,id_84815209,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.577179440118922,60.0154022655134]}"
000000000000000003cf,id_8372475,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.577179440118922,60.0154022655134]}"
000000000000000004f4,id_42661431,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.577179440118922,60.0154022655134]}"
0000000000000000056e,id_45619704,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.577179440118922,60.0154022655134]}"
000000000000000008f7,id_3532614,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.577179440118922,60.0154022655134]}"
00000000000000000bd6,id_64546232,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.577179440118922,60.0154022655134]}"
00000000000000000261,id_95245696,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.911777005866337,59.844373444608486]}"
00000000000000000492,id_50770158,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.911777005866337,59.844373444608486]}"
0000000000000000039c,id_82398146,13.0,13.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.827531209663588,59.88679287292991]}"
00000000000000000611,id_10221718,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.724615157350057,60.01814015356021]}"
00000000000000000698,id_13018425,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.724615157350057,60.01814015356021]}"
00000000000000000939,id_65428838,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.724615157350057,60.01814015356021]}"
00000000000000000870,id_32689833,11.0,11.0,11.0,11.0,9.0,9.0,"{""type"":""Point"",""coordinates"":[10.74526971342962,60.086578436528505]}"
000000000000000007e8,id_3004968,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.588327192752537,60.03458085914428]}"
00000000000000000117,id_89294140,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.761679205306299,60.02007986251848]}"
00000000000000000b23,id_60041592,11.0,11.0,11.0,1.0,3.0,3.0,"{""type"":""Point"",""coordinates"":[10.86169684193509,59.88730566955107]}"
00000000000000000886,id_33026715,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.81574580557933,59.8640559166584]}"
000000000000000009fe,id_70009128,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.81574580557933,59.8640559166584]}"
00000000000000000a32,id_71283170,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.81574580557933,59.8640559166584]}"
00000000000000000a75,id_72729284,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.81574580557933,59.8640559166584]}"
00000000000000000230,id_94362748,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.685156572128113,60.00087005518022]}"
00000000000000000665,id_1207053,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.685156572128113,60.00087005518022]}"
0000000000000000077b,id_26841219,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.685156572128113,60.00087005518022]}"
00000000000000000919,id_3595944,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.685156572128113,60.00087005518022]}"
00000000000000000bde,id_64693878,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.685156572128113,60.00087005518022]}"
00000000000000000093,id_86314885,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.738821853306334,60.097351624673635]}"
00000000000000000094,id_86318657,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.738821853306334,60.097351624673635]}"
000000000000000002d3,id_77796099,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.738821853306334,60.097351624673635]}"
000000000000000006bb,id_13834980,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.738821853306334,60.097351624673635]}"
0000000000000000073a,id_16612832,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.738821853306334,60.097351624673635]}"
000000000000000004b5,id_51634226,1.0,1.0,1.0,5.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[10.698070128778895,59.90990439368993]}"
0000000000000000056d,id_45596277,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.587497799956598,60.06593279865106]}"
000000000000000005ec,id_4058099,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.587497799956598,60.06593279865106]}"
00000000000000000948,id_65709757,11.0,11.0,11.0,12.0,11.0,15.0,"{""type"":""Point"",""coordinates"":[10.64456983433965,60.104303363215955]}"
00000000000000000783,id_2709024,11.0,11.0,11.0,1.0,4.0,4.0,"{""type"":""Point"",""coordinates"":[10.583025321599989,60.115112224169515]}"
00000000000000000999,id_67334671,11.0,11.0,11.0,1.0,4.0,4.0,"{""type"":""Point"",""coordinates"":[10.583025321599989,60.115112224169515]}"
00000000000000000019,id_75133802,15.0,15.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.7130883811269,59.8889599960419]}"
000000000000000001dd,id_93659018,5.0,5.0,1.0,5.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[10.734251274726551,59.90754552923266]}"
000000000000000002c6,id_77436865,5.0,5.0,1.0,5.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[10.734251274726551,59.90754552923266]}"
000000000000000002bf,id_77280574,9.0,11.0,3.0,11.0,9.0,9.0,"{""type"":""Point"",""coordinates"":[10.7268714624831,60.05107507394097]}"
00000000000000000617,id_10417754,9.0,11.0,3.0,11.0,9.0,9.0,"{""type"":""Point"",""coordinates"":[10.7268714624831,60.05107507394097]}"
00000000000000000848,id_31928245,9.0,11.0,3.0,11.0,9.0,9.0,"{""type"":""Point"",""coordinates"":[10.7268714624831,60.05107507394097]}"
00000000000000000216,id_76393733,14.0,14.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.883203086315858,59.93253433153617]}"
000000000000000002f6,id_78687715,11.0,9.0,9.0,12.0,9.0,13.0,"{""type"":""Point"",""coordinates"":[10.653300754202297,60.113444520375516]}"
00000000000000000974,id_66631520,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.764582080092094,59.98366238421497]}"
0000000000000000077f,id_26912869,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.731549059488165,59.8796493930423]}"
00000000000000000b45,id_60596553,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.731549059488165,59.8796493930423]}"
000000000000000004f5,id_42669324,1.0,1.0,1.0,5.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[10.761420577445199,59.86676705009889]}"
00000000000000000663,id_12033556,3.0,3.0,11.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.847253813622977,59.97481106862389]}"
000000000000000007fa,id_30489237,3.0,3.0,11.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.847253813622977,59.97481106862389]}"
000000000000000007a0,id_27829725,1.0,2.0,2.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.745523882189664,59.90425471265521]}"
00000000000000000128,id_89567513,11.0,11.0,11.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.880955699384922,59.97505186008077]}"
00000000000000000476,id_50127233,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.644502947823849,59.954950232531836]}"
00000000000000000540,id_44375491,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.644502947823849,59.954950232531836]}"
00000000000000000bc5,id_64287539,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.644502947823849,59.954950232531836]}"
00000000000000000bd7,id_64556745,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.644502947823849,59.954950232531836]}"
0000000000000000092e,id_36339432,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.76857743463598,59.947686356915774]}"
0000000000000000014a,id_90169633,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.739018053752687,59.92005776678863]}"
0000000000000000039f,id_82482121,6.0,8.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.861371327558187,59.839976770969784]}"
000000000000000000b9,id_87110761,16.0,13.0,13.0,16.0,14.0,14.0,"{""type"":""Point"",""coordinates"":[10.845889328700624,59.90522233758382]}"
0000000000000000094b,id_65773516,16.0,13.0,13.0,16.0,14.0,14.0,"{""type"":""Point"",""coordinates"":[10.845889328700624,59.90522233758382]}"
0000000000000000096e,id_66534595,16.0,13.0,13.0,16.0,14.0,14.0,"{""type"":""Point"",""coordinates"":[10.845889328700624,59.90522233758382]}"
00000000000000000a34,id_71295565,1.0,3.0,3.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.585352972349888,60.114813464398935]}"
00000000000000000b56,id_61232532,1.0,4.0,4.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.551173962775223,59.996402035924675]}"
0000000000000000052a,id_43522516,6.0,6.0,6.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.795024362983964,59.89047609040006]}"
000000000000000008c3,id_34280177,12.0,12.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.649372286174211,59.95560572038669]}"
00000000000000000963,id_66249516,12.0,12.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.649372286174211,59.95560572038669]}"
00000000000000000135,id_89763877,2.0,2.0,6.0,2.0,2.0,6.0,"{""type"":""Point"",""coordinates"":[10.759382768263771,59.905953630156574]}"
0000000000000000089d,id_33464070,15.0,15.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.916048824675538,59.96834983119744]}"
00000000000000000af9,id_59253862,15.0,15.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.916048824675538,59.96834983119744]}"
000000000000000008d6,id_34740742,11.0,11.0,11.0,13.0,15.0,3.0,"{""type"":""Point"",""coordinates"":[10.645555295672459,60.05193122134323]}"
0000000000000000041f,id_41563142,6.0,7.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.790997794732704,59.832240230642064]}"
00000000000000000342,id_80389097,5.0,5.0,1.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.81710583140063,59.94460065898679]}"
00000000000000000720,id_15933050,5.0,5.0,1.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.81710583140063,59.94460065898679]}"
000000000000000003dc,id_73595205,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.707759755368032,59.976599168146315]}"
00000000000000000b48,id_60684531,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.707759755368032,59.976599168146315]}"
00000000000000000283,id_95914712,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.857848637725965,59.984808373185714]}"
00000000000000000303,id_78908561,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.857848637725965,59.984808373185714]}"
00000000000000000448,id_48910935,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.857848637725965,59.984808373185714]}"
000000000000000006d7,id_14418881,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.857848637725965,59.984808373185714]}"
00000000000000000312,id_79203441,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.808780689733847,59.89028880815582]}"
0000000000000000053c,id_44292213,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.808780689733847,59.89028880815582]}"
00000000000000000753,id_25907244,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.808780689733847,59.89028880815582]}"
00000000000000000b10,id_5972443,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.808780689733847,59.89028880815582]}"
0000000000000000012c,id_89647399,8.0,8.0,16.0,8.0,8.0,16.0,"{""type"":""Point"",""coordinates"":[10.867190454432935,59.84186742981645]}"
0000000000000000008e,id_8614456,14.0,16.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.85594014247509,59.83214658951994]}"
0000000000000000036d,id_81201834,14.0,16.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.85594014247509,59.83214658951994]}"
00000000000000000879,id_32807135,7.0,6.0,10.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.838429252638209,59.925533542882256]}"
00000000000000000a8d,id_73243292,7.0,6.0,10.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.838429252638209,59.925533542882256]}"
0000000000000000011c,id_89441648,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.686240133684098,59.88822870346914]}"
00000000000000000254,id_95017463,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.686240133684098,59.88822870346914]}"
000000000000000004c0,id_51919240,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.686240133684098,59.88822870346914]}"
00000000000000000a57,id_71986476,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.686240133684098,59.88822870346914]}"
00000000000000000aae,id_5735952,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.686240133684098,59.88822870346914]}"
00000000000000000714,id_15736771,11.0,11.0,11.0,11.0,12.0,12.0,"{""type"":""Point"",""coordinates"":[10.701954005796445,60.06594617595422]}"
00000000000000000a1e,id_70916198,11.0,11.0,11.0,11.0,12.0,12.0,"{""type"":""Point"",""coordinates"":[10.701954005796445,60.06594617595422]}"
0000000000000000018a,id_91694728,13.0,13.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.826759785181341,59.88895999604189]}"
000000000000000001a5,id_92145222,13.0,13.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.826759785181341,59.88895999604189]}"
00000000000000000700,id_1521580,13.0,13.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.826759785181341,59.88895999604189]}"
0000000000000000072f,id_16364565,13.0,13.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.826759785181341,59.88895999604189]}"
00000000000000000883,id_32968653,13.0,13.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.826759785181341,59.88895999604189]}"
00000000000000000923,id_36230583,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.711639173284526,60.10722407440596]}"
00000000000000000362,id_81012059,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.778663921218875,60.00224791740575]}"
000000000000000005be,id_47393109,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.778663921218875,60.00224791740575]}"
000000000000000007cd,id_29392227,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.778663921218875,60.00224791740575]}"
00000000000000000a2a,id_71239139,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.587939250960886,60.06395295778333]}"
000000000000000008f2,id_35216740,6.0,6.0,6.0,16.0,14.0,14.0,"{""type"":""Point"",""coordinates"":[10.818233983967152,59.867074728071586]}"
000000000000000002ad,id_76803297,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.637627013999431,59.99338322451149]}"
00000000000000000774,id_26718817,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.637627013999431,59.99338322451149]}"
00000000000000000a21,id_71007955,6.0,7.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.681161217584226,59.91855950883467]}"
000000000000000001ca,id_9324470,5.0,5.0,1.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.675582882166365,59.917912939181925]}"
00000000000000000393,id_82151241,11.0,11.0,11.0,3.0,3.0,11.0,"{""type"":""Point"",""coordinates"":[10.682610425426597,60.11657926841609]}"
0000000000000000057d,id_460912,11.0,11.0,11.0,3.0,3.0,11.0,"{""type"":""Point"",""coordinates"":[10.682610425426597,60.11657926841609]}"
000000000000000001f5,id_75759830,6.0,6.0,6.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.815879578610932,59.85992232998186]}"
000000000000000006c8,id_14047546,6.0,6.0,6.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.815879578610932,59.85992232998186]}"
0000000000000000015e,id_90644050,11.0,12.0,12.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.680322906586179,60.07870812316918]}"
000000000000000003ba,id_8307216,11.0,12.0,12.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.680322906586179,60.07870812316918]}"
0000000000000000055e,id_45161921,11.0,12.0,12.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.680322906586179,60.07870812316918]}"
000000000000000008a3,id_33530216,11.0,12.0,12.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.680322906586179,60.07870812316918]}"
000000000000000003d0,id_83746141,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.665331408844494,60.06299871015789]}"
00000000000000000612,id_10251833,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.665331408844494,60.06299871015789]}"
00000000000000000709,id_15391965,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.665331408844494,60.06299871015789]}"
00000000000000000b1b,id_59883282,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.665331408844494,60.06299871015789]}"
00000000000000000b8d,id_62473104,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.665331408844494,60.06299871015789]}"
00000000000000000534,id_44058187,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.900067406499991,59.964537299796746]}"
00000000000000000908,id_35673360,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.900067406499991,59.964537299796746]}"
00000000000000000107,id_88887144,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.777000676525939,59.850839141135985]}"
0000000000000000020c,id_76259317,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.777000676525939,59.850839141135985]}"
000000000000000005c6,id_47560655,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.777000676525939,59.850839141135985]}"
0000000000000000083a,id_31577383,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.777000676525939,59.850839141135985]}"
00000000000000000b19,id_59819788,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.777000676525939,59.850839141135985]}"
00000000000000000be5,id_64874219,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.777000676525939,59.850839141135985]}"
0000000000000000021b,id_93898193,11.0,11.0,11.0,3.0,3.0,11.0,"{""type"":""Point"",""coordinates"":[10.763181922361307,60.07188123945635]}"
00000000000000000998,id_67302277,6.0,6.0,6.0,6.0,7.0,7.0,"{""type"":""Point"",""coordinates"":[10.85639497078254,59.92680884578355]}"
000000000000000001a6,id_9216803,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.809239977142353,59.98090665976395]}"
00000000000000000602,id_4104008,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.809239977142353,59.98090665976395]}"
00000000000000000b5d,id_6145677,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.809239977142353,59.98090665976395]}"
000000000000000003e4,id_73727667,13.0,16.0,4.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.801605996138852,59.922898214159666]}"
00000000000000000030,id_84065177,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.768755798678116,59.883823111628324]}"
00000000000000000b22,id_60021442,11.0,10.0,10.0,16.0,14.0,14.0,"{""type"":""Point"",""coordinates"":[10.863877342350225,59.836886613939754]}"
00000000000000000a0e,id_70436448,3.0,1.0,9.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.692340183925213,60.07469047312003]}"
0000000000000000007f,id_85722657,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.809079449504427,59.99105557376159]}"
00000000000000000138,id_89824276,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.809079449504427,59.99105557376159]}"
00000000000000000144,id_90016043,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.809079449504427,59.99105557376159]}"
000000000000000004e8,id_42339539,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.809079449504427,59.99105557376159]}"
0000000000000000090a,id_35683230,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.809079449504427,59.99105557376159]}"
000000000000000009bf,id_68336757,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.809079449504427,59.99105557376159]}"
00000000000000000181,id_9158084,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.569590050125958,60.05204715797061]}"
000000000000000004d3,id_52491108,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.569590050125958,60.05204715797061]}"
