system:index,PLOTID,dw_2015_2018,dw_2015_2021,dw_2018_2021,me_2015_2018,me_2015_2021,me_2018_2021,.geo
00000000000000000224,id_94025269,11.0,11.0,11.0,4.0,3.0,15.0,"{""type"":""Point"",""coordinates"":[10.674869425997814,60.116494545496074]}"
00000000000000000067,id_85270333,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.834246615850077,59.97292486887829]}"
000000000000000000e6,id_88047334,16.0,16.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.824949390153641,59.88530353317807]}"
00000000000000000160,id_90691444,16.0,16.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.824949390153641,59.88530353317807]}"
000000000000000003b2,id_82858652,16.0,16.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.824949390153641,59.88530353317807]}"
00000000000000000414,id_41321024,16.0,16.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.824949390153641,59.88530353317807]}"
000000000000000008a2,id_33518135,11.0,10.0,10.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.76514838592588,59.99766842062385]}"
00000000000000000573,id_45828143,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.816454802646827,59.84428426258742]}"
0000000000000000081a,id_31139701,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.816454802646827,59.84428426258742]}"
00000000000000000891,id_33234752,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.816454802646827,59.84428426258742]}"
00000000000000000a55,id_71914829,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.816454802646827,59.84428426258742]}"
0000000000000000031d,id_79474338,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.815219631655022,59.988634281889574]}"
000000000000000006c2,id_13929265,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.815219631655022,59.988634281889574]}"
0000000000000000070f,id_15606332,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.815219631655022,59.988634281889574]}"
000000000000000007a4,id_27889113,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.815219631655022,59.988634281889574]}"
000000000000000007b4,id_28212096,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.815219631655022,59.988634281889574]}"
00000000000000000a89,id_73171564,13.0,16.0,4.0,13.0,16.0,4.0,"{""type"":""Point"",""coordinates"":[10.726175842718762,59.9620803351163]}"
0000000000000000048a,id_50678860,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.65510223102789,60.00582857555166]}"
00000000000000000aa5,id_57167317,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.65510223102789,60.00582857555166]}"
00000000000000000adb,id_58357172,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.65510223102789,60.00582857555166]}"
000000000000000004c3,id_51996154,11.0,11.0,11.0,11.0,9.0,9.0,"{""type"":""Point"",""coordinates"":[10.774044292527503,60.059970980542595]}"
00000000000000000abc,id_57625897,11.0,11.0,11.0,11.0,9.0,9.0,"{""type"":""Point"",""coordinates"":[10.774044292527503,60.059970980542595]}"
000000000000000003a1,id_82513910,11.0,11.0,11.0,11.0,9.0,9.0,"{""type"":""Point"",""coordinates"":[10.662272465521829,60.0307950823499]}"
0000000000000000093e,id_65468943,16.0,14.0,14.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.57914590368349,60.01897400545722]}"
00000000000000000458,id_49390735,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.667774996221782,60.061620847932375]}"
0000000000000000080f,id_30874064,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.667774996221782,60.061620847932375]}"
0000000000000000096a,id_6641098,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.667774996221782,60.061620847932375]}"
000000000000000009d9,id_68806627,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.667774996221782,60.061620847932375]}"
00000000000000000b2d,id_60165429,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.667774996221782,60.061620847932375]}"
000000000000000000df,id_87891947,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.885116040667787,59.97256814079401]}"
00000000000000000b90,id_62547946,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.885116040667787,59.97256814079401]}"
000000000000000000c7,id_87353419,9.0,9.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.881205409043915,59.976304867476784]}"
000000000000000007f8,id_30394722,9.0,9.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.881205409043915,59.976304867476784]}"
00000000000000000565,id_45436568,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.585241494823551,60.067578206939785]}"
0000000000000000056f,id_45726244,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.585241494823551,60.067578206939785]}"
00000000000000000b3c,id_60446134,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.585241494823551,60.067578206939785]}"
0000000000000000063c,id_11158255,9.0,9.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.710475347909577,60.074369417844174]}"
0000000000000000094c,id_65788022,9.0,9.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.710475347909577,60.074369417844174]}"
000000000000000002a2,id_76505186,6.0,6.0,6.0,10.0,10.0,6.0,"{""type"":""Point"",""coordinates"":[10.696656593744951,59.90318452840239]}"
0000000000000000004d,id_84724750,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.767324427239961,60.07541730659173]}"
000000000000000003c3,id_83285920,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.767324427239961,60.07541730659173]}"
0000000000000000065f,id_11986864,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.767324427239961,60.07541730659173]}"
000000000000000006ca,id_14101525,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.767324427239961,60.07541730659173]}"
0000000000000000086e,id_32605761,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.767324427239961,60.07541730659173]}"
00000000000000000ad9,id_58316605,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.767324427239961,60.07541730659173]}"
000000000000000002ea,id_78366921,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.592425106620654,60.09362381619295]}"
0000000000000000036c,id_81194380,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.592425106620654,60.09362381619295]}"
000000000000000006ad,id_13554288,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.592425106620654,60.09362381619295]}"
0000000000000000099b,id_67384050,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.592425106620654,60.09362381619295]}"
00000000000000000089,id_86031245,10.0,10.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.840270861373284,59.87152937002397]}"
000000000000000003de,id_73609425,10.0,10.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.840270861373284,59.87152937002397]}"
000000000000000004f8,id_42704392,10.0,10.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.840270861373284,59.87152937002397]}"
000000000000000007db,id_29728152,6.0,6.0,6.0,7.0,7.0,11.0,"{""type"":""Point"",""coordinates"":[10.674526075216697,59.93948161097744]}"
00000000000000000a87,id_73151560,6.0,6.0,6.0,7.0,7.0,11.0,"{""type"":""Point"",""coordinates"":[10.674526075216697,59.93948161097744]}"
000000000000000002c4,id_7735953,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.720307665732427,59.8799749074192]}"
00000000000000000347,id_80485950,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.720307665732427,59.8799749074192]}"
00000000000000000436,id_48243804,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.720307665732427,59.8799749074192]}"
00000000000000000265,id_95284024,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.850165606610878,59.94988915283618]}"
000000000000000003e9,id_73905357,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.850165606610878,59.94988915283618]}"
00000000000000000632,id_10867797,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.850165606610878,59.94988915283618]}"
0000000000000000070d,id_15548479,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.850165606610878,59.94988915283618]}"
000000000000000009c6,id_68428204,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.850165606610878,59.94988915283618]}"
00000000000000000aa9,id_5728150,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.850165606610878,59.94988915283618]}"
000000000000000001a2,id_92102817,9.0,11.0,3.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.76837231598752,60.06139343377864]}"
00000000000000000211,id_76332845,11.0,11.0,11.0,13.0,15.0,3.0,"{""type"":""Point"",""coordinates"":[10.772153633680842,60.07831572227647]}"
00000000000000000918,id_35945937,1.0,4.0,4.0,8.0,8.0,16.0,"{""type"":""Point"",""coordinates"":[10.922055233794532,59.929729556973555]}"
000000000000000000ba,id_87136659,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.598547452367034,60.067774407386125]}"
00000000000000000255,id_95036023,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.598547452367034,60.067774407386125]}"
000000000000000004d8,id_52557764,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.598547452367034,60.067774407386125]}"
00000000000000000902,id_3553993,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.598547452367034,60.067774407386125]}"
00000000000000000772,id_26700979,10.0,11.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.831968015211766,59.84074819545204]}"
00000000000000000acb,id_58031177,10.0,11.0,7.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.831968015211766,59.84074819545204]}"
00000000000000000465,id_49760960,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.588041810285116,59.99497512358757]}"
0000000000000000056b,id_45551181,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.588041810285116,59.99497512358757]}"
00000000000000000885,id_33019472,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.588041810285116,59.99497512358757]}"
00000000000000000155,id_90371285,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.786668007609808,59.991091246570015]}"
000000000000000001d2,id_93433989,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.786668007609808,59.991091246570015]}"
00000000000000000245,id_94751572,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.786668007609808,59.991091246570015]}"
000000000000000005f2,id_40726010,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.786668007609808,59.991091246570015]}"
0000000000000000094f,id_65853259,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.786668007609808,59.991091246570015]}"
00000000000000000063,id_85054884,5.0,5.0,1.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.816740185114249,59.94442675404571]}"
00000000000000000abf,id_57669700,5.0,5.0,1.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.816740185114249,59.94442675404571]}"
00000000000000000af0,id_58953458,5.0,5.0,1.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.816740185114249,59.94442675404571]}"
00000000000000000392,id_82101592,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.693454959188577,59.96672225931294]}"
000000000000000004a5,id_51410791,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.693454959188577,59.96672225931294]}"
000000000000000005ac,id_47110898,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.693454959188577,59.96672225931294]}"
000000000000000008a4,id_3354341,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.693454959188577,59.96672225931294]}"
00000000000000000975,id_66648840,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.693454959188577,59.96672225931294]}"
000000000000000009ad,id_67857139,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.693454959188577,59.96672225931294]}"
0000000000000000012b,id_896400,5.0,5.0,1.0,8.0,8.0,16.0,"{""type"":""Point"",""coordinates"":[10.634924798761045,59.942223958125304]}"
000000000000000005ce,id_47725125,6.0,6.0,6.0,15.0,14.0,10.0,"{""type"":""Point"",""coordinates"":[10.825141131498942,59.905061809945884]}"
000000000000000009e5,id_69183962,11.0,11.0,11.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.699550550328636,60.08214163098033]}"
000000000000000007b7,id_28227456,10.0,11.0,7.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.813315595505204,59.907920093721145]}"
00000000000000000088,id_86017057,6.0,6.0,6.0,10.0,11.0,7.0,"{""type"":""Point"",""coordinates"":[10.706453238759373,59.954700522872855]}"
000000000000000007ba,id_28265055,6.0,6.0,6.0,10.0,11.0,7.0,"{""type"":""Point"",""coordinates"":[10.706453238759373,59.954700522872855]}"
00000000000000000282,id_95914256,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.716530807140158,60.000642641026495]}"
0000000000000000016c,id_91049538,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.74040483418031,60.065986307863696]}"
000000000000000005c7,id_47583120,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.74040483418031,60.065986307863696]}"
000000000000000006b0,id_13601562,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.74040483418031,60.065986307863696]}"
000000000000000007b6,id_28227122,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.74040483418031,60.065986307863696]}"
00000000000000000927,id_36283827,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.74040483418031,60.065986307863696]}"
00000000000000000bb5,id_63785040,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.74040483418031,60.065986307863696]}"
000000000000000005e6,id_40409214,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.491845623259128,60.0167533731326]}"
00000000000000000550,id_44739640,1.0,1.0,1.0,16.0,13.0,13.0,"{""type"":""Point"",""coordinates"":[10.786565448285579,59.94259406351274]}"
000000000000000005cd,id_47715608,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.726510275297768,60.0888882508742]}"
000000000000000004f0,id_42494203,15.0,15.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.628106833250326,59.99664282738156]}"
0000000000000000029e,id_76464003,10.0,11.0,7.0,7.0,6.0,10.0,"{""type"":""Point"",""coordinates"":[10.832302447790774,59.915018982598234]}"
0000000000000000092b,id_36310887,10.0,11.0,7.0,7.0,6.0,10.0,"{""type"":""Point"",""coordinates"":[10.832302447790774,59.915018982598234]}"
00000000000000000961,id_66234169,10.0,11.0,7.0,7.0,6.0,10.0,"{""type"":""Point"",""coordinates"":[10.832302447790774,59.915018982598234]}"
000000000000000000d5,id_876030,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.648498302367734,60.06779224379034]}"
0000000000000000025c,id_95142045,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.648498302367734,60.06779224379034]}"
000000000000000009ab,id_67738563,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.648498302367734,60.06779224379034]}"
000000000000000008c6,id_34355112,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.788366925111172,59.88957535198727]}"
00000000000000000719,id_15828199,3.0,3.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.773504741300037,59.872354303718865]}"
00000000000000000b78,id_62110531,3.0,3.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.773504741300037,59.872354303718865]}"
0000000000000000001f,id_75306261,14.0,16.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.716218670066418,59.93580285260835]}"
0000000000000000034d,id_80625017,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.868826944519551,59.836008171032226]}"
0000000000000000001e,id_75252916,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.687747309840168,59.88264144984915]}"
000000000000000001d4,id_93443471,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.687747309840168,59.88264144984915]}"
00000000000000000570,id_45749610,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.687747309840168,59.88264144984915]}"
00000000000000000731,id_16378576,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.687747309840168,59.88264144984915]}"
000000000000000007aa,id_27987406,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.687747309840168,59.88264144984915]}"
00000000000000000a83,id_73095066,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.687747309840168,59.88264144984915]}"
0000000000000000002f,id_84032386,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.736311379413243,59.87159179743872]}"
0000000000000000040f,id_41276374,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.736311379413243,59.87159179743872]}"
0000000000000000070a,id_15398782,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.736311379413243,59.87159179743872]}"
000000000000000008d0,id_34563045,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.736311379413243,59.87159179743872]}"
00000000000000000a46,id_71648253,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.736311379413243,59.87159179743872]}"
000000000000000009e3,id_6914690,6.0,6.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.712254529229902,59.938728022899404]}"
00000000000000000305,id_78986382,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.796045497125206,60.04826584027731]}"
000000000000000003a3,id_82541646,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.796045497125206,60.04826584027731]}"
000000000000000005e9,id_40446511,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.796045497125206,60.04826584027731]}"
000000000000000007c8,id_29324264,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.796045497125206,60.04826584027731]}"
000000000000000008b8,id_34031507,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.796045497125206,60.04826584027731]}"
00000000000000000aee,id_58887987,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.796045497125206,60.04826584027731]}"
000000000000000000bb,id_87141604,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.828151024710017,59.97929692428365]}"
000000000000000002f4,id_78623867,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.828151024710017,59.97929692428365]}"
000000000000000002f8,id_78702771,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.828151024710017,59.97929692428365]}"
00000000000000000696,id_12979893,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.828151024710017,59.97929692428365]}"
00000000000000000a35,id_71317320,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.828151024710017,59.97929692428365]}"
000000000000000006e3,id_14732342,11.0,10.0,10.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.842981994813776,59.930139794270474]}"
0000000000000000026b,id_95406402,11.0,9.0,9.0,12.0,9.0,13.0,"{""type"":""Point"",""coordinates"":[10.64935890887105,60.059788157399396]}"
00000000000000000400,id_74486415,11.0,9.0,9.0,12.0,9.0,13.0,"{""type"":""Point"",""coordinates"":[10.64935890887105,60.059788157399396]}"
000000000000000005cb,id_47676061,11.0,9.0,9.0,12.0,9.0,13.0,"{""type"":""Point"",""coordinates"":[10.64935890887105,60.059788157399396]}"
